iteration,inertia,cognition,social,average_distance,timeout,total_steps
0,0.500000,1.000000,1.700000, 5.638431,false,75
1,0.500000,1.000000,1.700000, 5.677075,false,74
2,0.500000,1.000000,1.700000, 6.171667,false,72
3,0.500000,1.000000,1.700000, 5.516981,false,71
4,0.500000,1.000000,1.700000, 5.973775,false,75
5,0.500000,1.000000,1.700000, 5.535325,false,72
6,0.500000,1.000000,1.700000, 5.502003,false,74
7,0.500000,1.000000,1.700000, 6.101176,false,72
8,0.500000,1.000000,1.700000, 6.027779,false,76
9,0.500000,1.000000,1.700000, 5.619403,false,74
0,0.500000,1.000000,1.800000, 6.195130,false,74
1,0.500000,1.000000,1.800000, 6.157820,false,72
2,0.500000,1.000000,1.800000, 6.164619,false,72
3,0.500000,1.000000,1.800000, 6.199804,false,75
4,0.500000,1.000000,1.800000, 6.021975,false,74
5,0.500000,1.000000,1.800000, 5.980725,false,76
6,0.500000,1.000000,1.800000, 6.009129,false,79
7,0.500000,1.000000,1.800000, 5.927146,false,74
8,0.500000,1.000000,1.800000, 6.303943,false,72
9,0.500000,1.000000,1.800000, 6.298416,false,75
0,0.500000,1.000000,1.900000, 5.908810,false,71
1,0.500000,1.000000,1.900000, 5.894986,false,75
2,0.500000,1.000000,1.900000, 6.242824,false,79
3,0.500000,1.000000,1.900000, 5.956828,false,74
4,0.500000,1.000000,1.900000, 5.885604,false,73
5,0.500000,1.000000,1.900000, 5.799864,false,74
6,0.500000,1.000000,1.900000, 5.829432,false,72
7,0.500000,1.000000,1.900000, 5.971779,false,77
8,0.500000,1.000000,1.900000, 6.213272,false,72
9,0.500000,1.000000,1.900000, 6.080726,false,74
0,0.500000,1.000000,2.000000, 5.721359,false,77
1,0.500000,1.000000,2.000000, 6.067725,false,73
2,0.500000,1.000000,2.000000, 6.039103,false,71
3,0.500000,1.000000,2.000000, 5.787248,false,73
4,0.500000,1.000000,2.000000, 5.798624,false,72
5,0.500000,1.000000,2.000000, 5.780010,false,71
6,0.500000,1.000000,2.000000, 6.137026,false,76
7,0.500000,1.000000,2.000000, 5.888930,false,72
8,0.500000,1.000000,2.000000, 6.152977,false,70
9,0.500000,1.000000,2.000000, 6.196771,false,71
0,0.500000,1.000000,2.100000, 6.040546,false,73
1,0.500000,1.000000,2.100000, 5.849339,false,73
2,0.500000,1.000000,2.100000, 5.993150,false,71
3,0.500000,1.000000,2.100000, 6.024063,false,75
4,0.500000,1.000000,2.100000, 5.841225,false,77
5,0.500000,1.000000,2.100000, 6.313099,false,77
6,0.500000,1.000000,2.100000, 6.157619,false,75
7,0.500000,1.000000,2.100000, 5.821799,false,72
8,0.500000,1.000000,2.100000, 5.874861,false,74
9,0.500000,1.000000,2.100000, 6.103465,false,77
0,0.500000,1.000000,2.200000, 5.843189,false,78
1,0.500000,1.000000,2.200000, 5.920531,false,72
2,0.500000,1.000000,2.200000, 6.075537,false,73
3,0.500000,1.000000,2.200000, 6.267941,false,76
4,0.500000,1.000000,2.200000, 6.304948,false,69
5,0.500000,1.000000,2.200000, 5.592053,false,72
6,0.500000,1.000000,2.200000, 5.886114,false,72
7,0.500000,1.000000,2.200000, 6.260860,false,72
8,0.500000,1.000000,2.200000, 6.157741,false,74
9,0.500000,1.000000,2.200000, 6.080462,false,84
0,0.500000,1.000000,2.300000, 5.820749,false,73
1,0.500000,1.000000,2.300000, 6.199407,false,71
2,0.500000,1.000000,2.300000, 5.827294,false,76
3,0.500000,1.000000,2.300000, 6.324837,false,79
4,0.500000,1.000000,2.300000, 6.231115,false,75
5,0.500000,1.000000,2.300000, 6.198312,false,72
6,0.500000,1.000000,2.300000, 6.618025,false,80
7,0.500000,1.000000,2.300000, 6.050179,false,75
8,0.500000,1.000000,2.300000, 6.311336,false,75
9,0.500000,1.000000,2.300000, 5.861117,false,72
0,0.500000,1.000000,2.400000, 6.444493,false,71
1,0.500000,1.000000,2.400000, 6.042367,false,76
2,0.500000,1.000000,2.400000, 6.257482,false,74
3,0.500000,1.000000,2.400000, 5.608325,false,73
4,0.500000,1.000000,2.400000, 6.039049,false,77
5,0.500000,1.000000,2.400000, 5.929579,false,77
6,0.500000,1.000000,2.400000, 6.115476,false,72
7,0.500000,1.000000,2.400000, 6.155287,false,72
8,0.500000,1.000000,2.400000, 5.670371,false,70
9,0.500000,1.000000,2.400000, 6.039374,false,76
0,0.500000,1.000000,2.500000, 6.397244,false,72
1,0.500000,1.000000,2.500000, 6.049787,false,78
2,0.500000,1.000000,2.500000, 5.840031,false,76
3,0.500000,1.000000,2.500000, 5.799089,false,76
4,0.500000,1.000000,2.500000, 6.298889,false,73
5,0.500000,1.000000,2.500000, 6.261373,false,74
6,0.500000,1.000000,2.500000, 6.085744,false,74
7,0.500000,1.000000,2.500000, 6.650120,false,71
8,0.500000,1.000000,2.500000, 6.023929,false,70
9,0.500000,1.000000,2.500000, 6.319808,false,72
0,0.500000,1.000000,2.600000, 5.698213,false,76
1,0.500000,1.000000,2.600000, 6.218750,false,76
2,0.500000,1.000000,2.600000, 6.095027,false,79
3,0.500000,1.000000,2.600000, 5.959948,false,73
4,0.500000,1.000000,2.600000, 6.353114,false,75
5,0.500000,1.000000,2.600000, 6.270802,false,77
6,0.500000,1.000000,2.600000, 6.051718,false,78
7,0.500000,1.000000,2.600000, 5.738739,false,75
8,0.500000,1.000000,2.600000, 5.901664,false,75
9,0.500000,1.000000,2.600000, 6.188477,false,75
0,0.500000,1.000000,2.700000, 5.937165,false,76
1,0.500000,1.000000,2.700000, 6.697415,false,73
2,0.500000,1.000000,2.700000, 6.144347,false,79
3,0.500000,1.000000,2.700000, 5.694567,false,75
4,0.500000,1.000000,2.700000, 5.926674,false,77
5,0.500000,1.000000,2.700000, 6.028743,false,76
6,0.500000,1.000000,2.700000, 6.038132,false,76
7,0.500000,1.000000,2.700000, 5.624761,false,74
8,0.500000,1.000000,2.700000, 6.048598,false,78
9,0.500000,1.000000,2.700000, 5.540925,false,78
0,0.500000,1.000000,2.800000, 6.139894,false,73
1,0.500000,1.000000,2.800000, 6.003663,false,74
2,0.500000,1.000000,2.800000, 6.242236,false,77
3,0.500000,1.000000,2.800000, 6.306713,false,79
4,0.500000,1.000000,2.800000, 5.558299,false,74
5,0.500000,1.000000,2.800000, 6.190913,false,78
6,0.500000,1.000000,2.800000, 6.145425,false,73
7,0.500000,1.000000,2.800000, 6.265733,false,75
8,0.500000,1.000000,2.800000, 6.177569,false,79
9,0.500000,1.000000,2.800000, 6.041466,false,78
0,0.500000,1.000000,2.900000, 5.661389,false,75
1,0.500000,1.000000,2.900000, 5.946903,false,71
2,0.500000,1.000000,2.900000, 6.246858,false,75
3,0.500000,1.000000,2.900000, 6.427369,false,75
4,0.500000,1.000000,2.900000, 6.236660,false,71
5,0.500000,1.000000,2.900000, 5.937947,false,80
6,0.500000,1.000000,2.900000, 6.156511,false,76
7,0.500000,1.000000,2.900000, 6.028312,false,77
8,0.500000,1.000000,2.900000, 6.202355,false,78
9,0.500000,1.000000,2.900000, 6.481131,false,77
0,0.500000,1.000000,3.000000, 6.019926,false,82
1,0.500000,1.000000,3.000000, 6.360043,false,76
2,0.500000,1.000000,3.000000, 6.448968,false,77
3,0.500000,1.000000,3.000000, 6.641588,false,75
4,0.500000,1.000000,3.000000, 6.039052,false,76
5,0.500000,1.000000,3.000000, 5.710816,false,78
6,0.500000,1.000000,3.000000, 6.109839,false,75
7,0.500000,1.000000,3.000000, 6.435360,false,70
8,0.500000,1.000000,3.000000, 6.004587,false,71
9,0.500000,1.000000,3.000000, 5.690942,false,75
0,0.500000,1.000000,3.100000, 5.695193,false,72
1,0.500000,1.000000,3.100000, 6.171559,false,72
2,0.500000,1.000000,3.100000, 6.033591,false,74
3,0.500000,1.000000,3.100000, 5.888385,false,76
4,0.500000,1.000000,3.100000, 6.012789,false,80
5,0.500000,1.000000,3.100000, 5.909036,false,79
6,0.500000,1.000000,3.100000, 6.098072,false,79
7,0.500000,1.000000,3.100000, 6.305549,false,77
8,0.500000,1.000000,3.100000, 5.856133,false,75
9,0.500000,1.000000,3.100000, 6.384797,false,78
0,0.500000,1.000000,3.200000, 6.216215,false,77
1,0.500000,1.000000,3.200000, 6.607662,false,76
2,0.500000,1.000000,3.200000, 6.591941,false,74
3,0.500000,1.000000,3.200000, 6.988019,false,75
4,0.500000,1.000000,3.200000, 6.298199,false,73
5,0.500000,1.000000,3.200000, 6.238993,false,76
6,0.500000,1.000000,3.200000, 6.073135,false,74
7,0.500000,1.000000,3.200000, 6.022011,false,77
8,0.500000,1.000000,3.200000, 6.609459,false,76
9,0.500000,1.000000,3.200000, 5.803724,false,74
0,0.500000,1.000000,3.300000, 6.045138,false,84
1,0.500000,1.000000,3.300000, 6.597892,false,74
2,0.500000,1.000000,3.300000, 6.162176,false,76
3,0.500000,1.000000,3.300000, 5.915537,false,83
4,0.500000,1.000000,3.300000, 5.960301,false,72
5,0.500000,1.000000,3.300000, 6.120587,false,73
6,0.500000,1.000000,3.300000, 6.291549,false,75
7,0.500000,1.000000,3.300000, 6.221662,false,79
8,0.500000,1.000000,3.300000, 6.555254,false,78
9,0.500000,1.000000,3.300000, 6.342843,false,80
0,0.500000,1.000000,3.400000, 5.929561,false,75
1,0.500000,1.000000,3.400000, 5.773285,false,73
2,0.500000,1.000000,3.400000, 5.961305,false,79
3,0.500000,1.000000,3.400000, 6.142366,false,75
4,0.500000,1.000000,3.400000, 6.382236,false,75
5,0.500000,1.000000,3.400000, 6.273417,false,75
6,0.500000,1.000000,3.400000, 6.145171,false,77
7,0.500000,1.000000,3.400000, 6.480026,false,85
8,0.500000,1.000000,3.400000, 6.398916,false,75
9,0.500000,1.000000,3.400000, 6.331700,false,77
0,0.500000,1.000000,3.500000, 6.235928,false,82
1,0.500000,1.000000,3.500000, 6.039833,false,76
2,0.500000,1.000000,3.500000, 6.322982,false,71
3,0.500000,1.000000,3.500000, 6.544298,false,76
4,0.500000,1.000000,3.500000, 6.380735,false,77
5,0.500000,1.000000,3.500000, 6.126325,false,72
6,0.500000,1.000000,3.500000, 5.829086,false,73
7,0.500000,1.000000,3.500000, 6.495545,false,75
8,0.500000,1.000000,3.500000, 6.269816,false,74
9,0.500000,1.000000,3.500000, 6.326151,false,78
0,0.500000,1.000000,3.600000, 7.108657,false,76
1,0.500000,1.000000,3.600000, 6.217217,false,76
2,0.500000,1.000000,3.600000, 6.497868,false,78
3,0.500000,1.000000,3.600000, 6.049695,false,79
4,0.500000,1.000000,3.600000, 6.046855,false,76
5,0.500000,1.000000,3.600000, 6.119168,false,72
6,0.500000,1.000000,3.600000, 6.112443,false,74
7,0.500000,1.000000,3.600000, 6.029842,false,78
8,0.500000,1.000000,3.600000, 6.046794,false,82
9,0.500000,1.000000,3.600000, 5.935740,false,75
0,0.500000,1.000000,3.700000, 6.154839,false,74
1,0.500000,1.000000,3.700000, 6.191458,false,77
2,0.500000,1.000000,3.700000, 5.971253,false,73
3,0.500000,1.000000,3.700000, 6.526111,false,75
4,0.500000,1.000000,3.700000, 5.963184,false,76
5,0.500000,1.000000,3.700000, 5.693047,false,73
6,0.500000,1.000000,3.700000, 6.016564,false,83
7,0.500000,1.000000,3.700000, 6.065550,false,74
8,0.500000,1.000000,3.700000, 6.375752,false,73
9,0.500000,1.000000,3.700000, 6.275199,false,71
0,0.500000,1.000000,3.800000, 6.050011,false,76
1,0.500000,1.000000,3.800000, 6.128431,false,72
2,0.500000,1.000000,3.800000, 6.196763,false,76
3,0.500000,1.000000,3.800000, 6.518208,false,74
4,0.500000,1.000000,3.800000, 6.546414,false,77
5,0.500000,1.000000,3.800000, 6.000327,false,82
6,0.500000,1.000000,3.800000, 6.387368,false,82
7,0.500000,1.000000,3.800000, 6.367677,false,97
8,0.500000,1.000000,3.800000, 6.327600,false,81
9,0.500000,1.000000,3.800000, 5.951637,false,77
0,0.500000,1.000000,3.900000, 6.631986,false,75
1,0.500000,1.000000,3.900000, 6.209219,false,73
2,0.500000,1.000000,3.900000, 6.637117,false,78
3,0.500000,1.000000,3.900000, 6.284300,false,77
4,0.500000,1.000000,3.900000, 5.723992,false,76
5,0.500000,1.000000,3.900000, 5.703582,false,79
6,0.500000,1.000000,3.900000, 6.349894,false,74
7,0.500000,1.000000,3.900000, 6.221495,false,74
8,0.500000,1.000000,3.900000, 6.502416,false,79
9,0.500000,1.000000,3.900000, 6.354280,false,77
0,0.500000,1.000000,4.000000, 6.128372,false,85
1,0.500000,1.000000,4.000000, 5.982498,false,78
2,0.500000,1.000000,4.000000, 6.045122,false,76
3,0.500000,1.000000,4.000000, 6.208195,false,87
4,0.500000,1.000000,4.000000, 5.976581,false,76
5,0.500000,1.000000,4.000000, 6.475541,false,75
6,0.500000,1.000000,4.000000, 6.544652,false,82
7,0.500000,1.000000,4.000000, 5.848921,false,74
8,0.500000,1.000000,4.000000, 6.749387,false,82
9,0.500000,1.000000,4.000000, 6.544248,false,77
0,0.100000,1.000000,1.000000, 5.721342,false,113
1,0.100000,1.000000,1.000000, 6.588771,false,113
2,0.100000,1.000000,1.000000, 5.710942,false,116
3,0.100000,1.000000,1.000000, 6.049356,false,113
4,0.100000,1.000000,1.000000, 6.180324,false,112
5,0.100000,1.000000,1.000000, 5.776813,false,116
6,0.100000,1.000000,1.000000, 5.588743,false,113
